actor,actress,batman,batwoman
stepfather,stepmother,valet,handmaiden
stepfather,stepmother,waiter,waitress
superman,superwoman,tiger,tigress
superman,superwoman,uncle,aunt
superman,superwoman,valet,maid
superman,superwoman,valet,maidservant
superman,superwoman,valet,housemaid
superman,superwoman,valet,chambermaid
superman,superwoman,valet,handmaid
superman,superwoman,valet,handmaiden
superman,superwoman,waiter,waitress
tiger,tigress,uncle,aunt
tiger,tigress,valet,maid
tiger,tigress,valet,maidservant
tiger,tigress,valet,housemaid
tiger,tigress,valet,chambermaid
tiger,tigress,valet,handmaid
tiger,tigress,valet,handmaiden
tiger,tigress,waiter,waitress
uncle,aunt,valet,maid
uncle,aunt,valet,maidservant
uncle,aunt,valet,housemaid
uncle,aunt,valet,chambermaid
uncle,aunt,valet,handmaid
uncle,aunt,valet,handmaiden
uncle,aunt,waiter,waitress
valet,maid,waiter,waitress
valet,maidservant,waiter,waitress
valet,housemaid,waiter,waitress
valet,chambermaid,waiter,waitress
valet,handmaid,waiter,waitress
valet,handmaiden,waiter,waitress
