abuja,nigeria,accra,ghana,2
dhaka,bangladesh,minsk,belarus,2
dhaka,mogadishu,bangladesh,somalia,2
dhaka,bangladesh,monrovia,liberia,2
dhaka,montevideo,bangladesh,uruguay,2
dhaka,bangladesh,moscow,russia,2
dhaka,muscat,bangladesh,oman,2
dhaka,bangladesh,nairobi,kenya,2
doha,dublin,qatar,ireland,2
doha,qatar,dushanbe,tajikistan,2
doha,funafuti,qatar,tuvalu,2
doha,qatar,gaborone,botswana,2
doha,georgetown,qatar,guyana,2
doha,qatar,hanoi,vietnam,2
doha,harare,qatar,zimbabwe,2
doha,qatar,havana,cuba,2
doha,helsinki,qatar,finland,2
doha,qatar,islamabad,pakistan,2
doha,jakarta,qatar,indonesia,2
doha,qatar,kabul,afghanistan,2
doha,kampala,qatar,uganda,2
doha,qatar,kathmandu,nepal,2
doha,khartoum,qatar,sudan,2
doha,qatar,kiev,ukraine,2
doha,kigali,qatar,rwanda,2
doha,qatar,kingston,jamaica,2
doha,libreville,qatar,gabon,2
doha,qatar,lilongwe,malawi,2
doha,lima,qatar,peru,2
doha,qatar,lisbon,portugal,2
doha,ljubljana,qatar,slovenia,2
doha,qatar,london,england,2
doha,luanda,qatar,angola,2
doha,qatar,lusaka,zambia,2
doha,madrid,qatar,spain,2
doha,qatar,managua,nicaragua,2
doha,manama,qatar,bahrain,2
doha,qatar,manila,philippines,2
doha,maputo,qatar,mozambique,2
doha,qatar,minsk,belarus,2
doha,mogadishu,qatar,somalia,2
doha,qatar,monrovia,liberia,2
doha,montevideo,qatar,uruguay,2
doha,qatar,moscow,russia,2
doha,muscat,qatar,oman,2
doha,qatar,nairobi,kenya,2
doha,nassau,qatar,bahamas,2
dublin,ireland,dushanbe,tajikistan,2
dublin,funafuti,ireland,tuvalu,2
dublin,ireland,gaborone,botswana,2
dublin,georgetown,ireland,guyana,2
dublin,ireland,hanoi,vietnam,2
dublin,harare,ireland,zimbabwe,2
dublin,ireland,havana,cuba,2
dublin,helsinki,ireland,finland,2
dublin,ireland,islamabad,pakistan,2
dublin,jakarta,ireland,indonesia,2
dublin,ireland,kabul,afghanistan,2
dublin,kampala,ireland,uganda,2
dublin,ireland,kathmandu,nepal,2
dublin,khartoum,ireland,sudan,2
dublin,ireland,kiev,ukraine,2
dublin,kigali,ireland,rwanda,2
dublin,ireland,kingston,jamaica,2
dublin,libreville,ireland,gabon,2
dublin,ireland,lilongwe,malawi,2
dublin,lima,ireland,peru,2
dublin,ireland,lisbon,portugal,2
dublin,ljubljana,ireland,slovenia,2
dublin,ireland,london,england,2
dublin,luanda,ireland,angola,2
dublin,ireland,lusaka,zambia,2
dublin,madrid,ireland,spain,2
dublin,ireland,managua,nicaragua,2
dublin,manama,ireland,bahrain,2
dublin,ireland,manila,philippines,2
dublin,maputo,ireland,mozambique,2
dublin,ireland,minsk,belarus,2
dublin,mogadishu,ireland,somalia,2
dublin,ireland,monrovia,liberia,2
dublin,montevideo,ireland,uruguay,2
dublin,ireland,moscow,russia,2
dublin,muscat,ireland,oman,2
dublin,ireland,nairobi,kenya,2
dublin,nassau,ireland,bahamas,2
dublin,ireland,niamey,niger,2
dushanbe,funafuti,tajikistan,tuvalu,2
dushanbe,tajikistan,gaborone,botswana,2
dushanbe,georgetown,tajikistan,guyana,2
dushanbe,tajikistan,hanoi,vietnam,2
dushanbe,harare,tajikistan,zimbabwe,2
dushanbe,tajikistan,havana,cuba,2
dushanbe,helsinki,tajikistan,finland,2
dushanbe,tajikistan,islamabad,pakistan,2
dushanbe,jakarta,tajikistan,indonesia,2
dushanbe,tajikistan,kabul,afghanistan,2
dushanbe,kampala,tajikistan,uganda,2
dushanbe,tajikistan,kathmandu,nepal,2
dushanbe,khartoum,tajikistan,sudan,2
dushanbe,tajikistan,kiev,ukraine,2
dushanbe,kigali,tajikistan,rwanda,2
dushanbe,tajikistan,kingston,jamaica,2
dushanbe,libreville,tajikistan,gabon,2
dushanbe,tajikistan,lilongwe,malawi,2
dushanbe,lima,tajikistan,peru,2
dushanbe,tajikistan,lisbon,portugal,2
dushanbe,ljubljana,tajikistan,slovenia,2
dushanbe,tajikistan,london,england,2
dushanbe,luanda,tajikistan,angola,2
dushanbe,tajikistan,lusaka,zambia,2
dushanbe,madrid,tajikistan,spain,2
dushanbe,tajikistan,managua,nicaragua,2
dushanbe,manama,tajikistan,bahrain,2
dushanbe,tajikistan,manila,philippines,2
dushanbe,maputo,tajikistan,mozambique,2
dushanbe,tajikistan,minsk,belarus,2
dushanbe,mogadishu,tajikistan,somalia,2
dushanbe,tajikistan,monrovia,liberia,2
dushanbe,montevideo,tajikistan,uruguay,2
dushanbe,tajikistan,moscow,russia,2
dushanbe,muscat,tajikistan,oman,2
dushanbe,tajikistan,nairobi,kenya,2
dushanbe,nassau,tajikistan,bahamas,2
dushanbe,tajikistan,niamey,niger,2
dushanbe,nicosia,tajikistan,cyprus,2
funafuti,tuvalu,gaborone,botswana,2
funafuti,georgetown,tuvalu,guyana,2
funafuti,tuvalu,hanoi,vietnam,2
funafuti,harare,tuvalu,zimbabwe,2
funafuti,tuvalu,havana,cuba,2
funafuti,helsinki,tuvalu,finland,2
funafuti,tuvalu,islamabad,pakistan,2
funafuti,jakarta,tuvalu,indonesia,2
funafuti,tuvalu,kabul,afghanistan,2
funafuti,kampala,tuvalu,uganda,2
funafuti,tuvalu,kathmandu,nepal,2
funafuti,khartoum,tuvalu,sudan,2
funafuti,tuvalu,kiev,ukraine,2
funafuti,kigali,tuvalu,rwanda,2
funafuti,tuvalu,kingston,jamaica,2
funafuti,libreville,tuvalu,gabon,2
funafuti,tuvalu,lilongwe,malawi,2
funafuti,lima,tuvalu,peru,2
funafuti,tuvalu,lisbon,portugal,2
funafuti,ljubljana,tuvalu,slovenia,2
funafuti,tuvalu,london,england,2
funafuti,luanda,tuvalu,angola,2
funafuti,tuvalu,lusaka,zambia,2
funafuti,madrid,tuvalu,spain,2
funafuti,tuvalu,managua,nicaragua,2
funafuti,manama,tuvalu,bahrain,2
funafuti,tuvalu,manila,philippines,2
funafuti,maputo,tuvalu,mozambique,2
funafuti,tuvalu,minsk,belarus,2
funafuti,mogadishu,tuvalu,somalia,2
funafuti,tuvalu,monrovia,liberia,2
funafuti,montevideo,tuvalu,uruguay,2
funafuti,tuvalu,moscow,russia,2
funafuti,muscat,tuvalu,oman,2
funafuti,tuvalu,nairobi,kenya,2
funafuti,nassau,tuvalu,bahamas,2
funafuti,tuvalu,niamey,niger,2
funafuti,nicosia,tuvalu,cyprus,2
funafuti,tuvalu,nouakchott,mauritania,2
gaborone,georgetown,botswana,guyana,2
gaborone,botswana,hanoi,vietnam,2
gaborone,harare,botswana,zimbabwe,2
gaborone,botswana,havana,cuba,2
gaborone,helsinki,botswana,finland,2
gaborone,botswana,islamabad,pakistan,2
gaborone,jakarta,botswana,indonesia,2
gaborone,botswana,kabul,afghanistan,2
gaborone,kampala,botswana,uganda,2
gaborone,botswana,kathmandu,nepal,2
gaborone,khartoum,botswana,sudan,2
gaborone,botswana,kiev,ukraine,2
gaborone,kigali,botswana,rwanda,2
gaborone,botswana,kingston,jamaica,2
gaborone,libreville,botswana,gabon,2
gaborone,botswana,lilongwe,malawi,2
gaborone,lima,botswana,peru,2
gaborone,botswana,lisbon,portugal,2
gaborone,ljubljana,botswana,slovenia,2
gaborone,botswana,london,england,2
gaborone,luanda,botswana,angola,2
gaborone,botswana,lusaka,zambia,2
gaborone,madrid,botswana,spain,2
gaborone,botswana,managua,nicaragua,2
gaborone,manama,botswana,bahrain,2
gaborone,botswana,manila,philippines,2
gaborone,maputo,botswana,mozambique,2
gaborone,botswana,minsk,belarus,2
gaborone,mogadishu,botswana,somalia,2
gaborone,botswana,monrovia,liberia,2
gaborone,montevideo,botswana,uruguay,2
gaborone,botswana,moscow,russia,2
gaborone,muscat,botswana,oman,2
gaborone,botswana,nairobi,kenya,2
gaborone,nassau,botswana,bahamas,2
gaborone,botswana,niamey,niger,2
gaborone,nicosia,botswana,cyprus,2
gaborone,botswana,nouakchott,mauritania,2
gaborone,nuuk,botswana,greenland,2
georgetown,guyana,hanoi,vietnam,2
georgetown,harare,guyana,zimbabwe,2
georgetown,guyana,havana,cuba,2
georgetown,helsinki,guyana,finland,2
georgetown,guyana,islamabad,pakistan,2
georgetown,jakarta,guyana,indonesia,2
georgetown,guyana,kabul,afghanistan,2
georgetown,kampala,guyana,uganda,2
georgetown,guyana,kathmandu,nepal,2
georgetown,khartoum,guyana,sudan,2
georgetown,guyana,kiev,ukraine,2
georgetown,kigali,guyana,rwanda,2
georgetown,guyana,kingston,jamaica,2
georgetown,libreville,guyana,gabon,2
georgetown,guyana,lilongwe,malawi,2
georgetown,lima,guyana,peru,2
georgetown,guyana,lisbon,portugal,2
georgetown,ljubljana,guyana,slovenia,2
georgetown,guyana,london,england,2
georgetown,luanda,guyana,angola,2
georgetown,guyana,lusaka,zambia,2
georgetown,madrid,guyana,spain,2
georgetown,guyana,managua,nicaragua,2
georgetown,manama,guyana,bahrain,2
georgetown,guyana,manila,philippines,2
georgetown,maputo,guyana,mozambique,2
georgetown,guyana,minsk,belarus,2
georgetown,mogadishu,guyana,somalia,2
georgetown,guyana,monrovia,liberia,2
georgetown,montevideo,guyana,uruguay,2
georgetown,guyana,moscow,russia,2
georgetown,muscat,guyana,oman,2
georgetown,guyana,nairobi,kenya,2
georgetown,nassau,guyana,bahamas,2
georgetown,guyana,niamey,niger,2
georgetown,nicosia,guyana,cyprus,2
georgetown,guyana,nouakchott,mauritania,2
georgetown,nuuk,guyana,greenland,2
georgetown,guyana,oslo,norway,2
hanoi,harare,vietnam,zimbabwe,2
hanoi,vietnam,havana,cuba,2
hanoi,helsinki,vietnam,finland,2
hanoi,vietnam,islamabad,pakistan,2
hanoi,jakarta,vietnam,indonesia,2
hanoi,vietnam,kabul,afghanistan,2
hanoi,kampala,vietnam,uganda,2
hanoi,vietnam,kathmandu,nepal,2
hanoi,khartoum,vietnam,sudan,2
hanoi,vietnam,kiev,ukraine,2
hanoi,kigali,vietnam,rwanda,2
hanoi,vietnam,kingston,jamaica,2
hanoi,libreville,vietnam,gabon,2
hanoi,vietnam,lilongwe,malawi,2
hanoi,lima,vietnam,peru,2
hanoi,vietnam,lisbon,portugal,2
hanoi,ljubljana,vietnam,slovenia,2
hanoi,vietnam,london,england,2
hanoi,luanda,vietnam,angola,2
hanoi,vietnam,lusaka,zambia,2
hanoi,madrid,vietnam,spain,2
hanoi,vietnam,managua,nicaragua,2
hanoi,manama,vietnam,bahrain,2
hanoi,vietnam,manila,philippines,2
hanoi,maputo,vietnam,mozambique,2
hanoi,vietnam,minsk,belarus,2
hanoi,mogadishu,vietnam,somalia,2
hanoi,vietnam,monrovia,liberia,2
hanoi,montevideo,vietnam,uruguay,2
hanoi,vietnam,moscow,russia,2
hanoi,muscat,vietnam,oman,2
hanoi,vietnam,nairobi,kenya,2
hanoi,nassau,vietnam,bahamas,2
hanoi,vietnam,niamey,niger,2
hanoi,nicosia,vietnam,cyprus,2
hanoi,vietnam,nouakchott,mauritania,2
hanoi,nuuk,vietnam,greenland,2
hanoi,vietnam,oslo,norway,2
hanoi,ottawa,vietnam,canada,2
harare,zimbabwe,havana,cuba,2
harare,helsinki,zimbabwe,finland,2
harare,zimbabwe,islamabad,pakistan,2
harare,jakarta,zimbabwe,indonesia,2
harare,zimbabwe,kabul,afghanistan,2
harare,kampala,zimbabwe,uganda,2
harare,zimbabwe,kathmandu,nepal,2
harare,khartoum,zimbabwe,sudan,2
harare,zimbabwe,kiev,ukraine,2
harare,kigali,zimbabwe,rwanda,2
harare,zimbabwe,kingston,jamaica,2
harare,libreville,zimbabwe,gabon,2
harare,zimbabwe,lilongwe,malawi,2
harare,lima,zimbabwe,peru,2
harare,zimbabwe,lisbon,portugal,2
harare,ljubljana,zimbabwe,slovenia,2
harare,zimbabwe,london,england,2
harare,luanda,zimbabwe,angola,2
harare,zimbabwe,lusaka,zambia,2
harare,madrid,zimbabwe,spain,2
harare,zimbabwe,managua,nicaragua,2
harare,manama,zimbabwe,bahrain,2
harare,zimbabwe,manila,philippines,2
harare,maputo,zimbabwe,mozambique,2
harare,zimbabwe,minsk,belarus,2
harare,mogadishu,zimbabwe,somalia,2
harare,zimbabwe,monrovia,liberia,2
harare,montevideo,zimbabwe,uruguay,2
harare,zimbabwe,moscow,russia,2
harare,muscat,zimbabwe,oman,2
harare,zimbabwe,nairobi,kenya,2
harare,nassau,zimbabwe,bahamas,2
harare,zimbabwe,niamey,niger,2
harare,nicosia,zimbabwe,cyprus,2
harare,zimbabwe,nouakchott,mauritania,2
harare,nuuk,zimbabwe,greenland,2
harare,zimbabwe,oslo,norway,2
harare,ottawa,zimbabwe,canada,2
harare,zimbabwe,paramaribo,suriname,2
havana,helsinki,cuba,finland,2
havana,cuba,islamabad,pakistan,2
havana,jakarta,cuba,indonesia,2
havana,cuba,kabul,afghanistan,2
havana,kampala,cuba,uganda,2
havana,cuba,kathmandu,nepal,2
havana,khartoum,cuba,sudan,2
havana,cuba,kiev,ukraine,2
havana,kigali,cuba,rwanda,2
havana,cuba,kingston,jamaica,2
havana,libreville,cuba,gabon,2
havana,cuba,lilongwe,malawi,2
havana,lima,cuba,peru,2
havana,cuba,lisbon,portugal,2
havana,ljubljana,cuba,slovenia,2
havana,cuba,london,england,2
havana,luanda,cuba,angola,2
havana,cuba,lusaka,zambia,2
havana,madrid,cuba,spain,2
havana,cuba,managua,nicaragua,2
havana,manama,cuba,bahrain,2
havana,cuba,manila,philippines,2
havana,maputo,cuba,mozambique,2
havana,cuba,minsk,belarus,2
havana,mogadishu,cuba,somalia,2
havana,cuba,monrovia,liberia,2
havana,montevideo,cuba,uruguay,2
havana,cuba,moscow,russia,2
havana,muscat,cuba,oman,2
havana,cuba,nairobi,kenya,2
havana,nassau,cuba,bahamas,2
havana,cuba,niamey,niger,2
havana,nicosia,cuba,cyprus,2
havana,cuba,nouakchott,mauritania,2
havana,nuuk,cuba,greenland,2
havana,cuba,oslo,norway,2
havana,ottawa,cuba,canada,2
havana,cuba,paramaribo,suriname,2
havana,paris,cuba,france,2
helsinki,finland,islamabad,pakistan,2
helsinki,jakarta,finland,indonesia,2
helsinki,finland,kabul,afghanistan,2
helsinki,kampala,finland,uganda,2
helsinki,finland,kathmandu,nepal,2
helsinki,khartoum,finland,sudan,2
helsinki,finland,kiev,ukraine,2
helsinki,kigali,finland,rwanda,2
helsinki,finland,kingston,jamaica,2
helsinki,libreville,finland,gabon,2
helsinki,finland,lilongwe,malawi,2
helsinki,lima,finland,peru,2
helsinki,finland,lisbon,portugal,2
helsinki,ljubljana,finland,slovenia,2
helsinki,finland,london,england,2
helsinki,luanda,finland,angola,2
helsinki,finland,lusaka,zambia,2
helsinki,madrid,finland,spain,2
helsinki,finland,managua,nicaragua,2
helsinki,manama,finland,bahrain,2
helsinki,finland,manila,philippines,2
helsinki,maputo,finland,mozambique,2
helsinki,finland,minsk,belarus,2
helsinki,mogadishu,finland,somalia,2
helsinki,finland,monrovia,liberia,2
helsinki,montevideo,finland,uruguay,2
helsinki,finland,moscow,russia,2
helsinki,muscat,finland,oman,2
helsinki,finland,nairobi,kenya,2
helsinki,nassau,finland,bahamas,2
helsinki,finland,niamey,niger,2
helsinki,nicosia,finland,cyprus,2
helsinki,finland,nouakchott,mauritania,2
helsinki,nuuk,finland,greenland,2
helsinki,finland,oslo,norway,2
helsinki,ottawa,finland,canada,2
helsinki,finland,paramaribo,suriname,2
helsinki,paris,finland,france,2
helsinki,finland,podgorica,montenegro,2
islamabad,jakarta,pakistan,indonesia,2
islamabad,pakistan,kabul,afghanistan,2
islamabad,kampala,pakistan,uganda,2
islamabad,pakistan,kathmandu,nepal,2
islamabad,khartoum,pakistan,sudan,2
islamabad,pakistan,kiev,ukraine,2
islamabad,kigali,pakistan,rwanda,2
islamabad,pakistan,kingston,jamaica,2
islamabad,libreville,pakistan,gabon,2
islamabad,pakistan,lilongwe,malawi,2
islamabad,lima,pakistan,peru,2
islamabad,pakistan,lisbon,portugal,2
islamabad,ljubljana,pakistan,slovenia,2
islamabad,pakistan,london,england,2
islamabad,luanda,pakistan,angola,2
islamabad,pakistan,lusaka,zambia,2
islamabad,madrid,pakistan,spain,2
islamabad,pakistan,managua,nicaragua,2
islamabad,manama,pakistan,bahrain,2
islamabad,pakistan,manila,philippines,2
islamabad,maputo,pakistan,mozambique,2
islamabad,pakistan,minsk,belarus,2
islamabad,mogadishu,pakistan,somalia,2
islamabad,pakistan,monrovia,liberia,2
islamabad,montevideo,pakistan,uruguay,2
islamabad,pakistan,moscow,russia,2
islamabad,muscat,pakistan,oman,2
islamabad,pakistan,nairobi,kenya,2
islamabad,nassau,pakistan,bahamas,2
islamabad,pakistan,niamey,niger,2
islamabad,nicosia,pakistan,cyprus,2
islamabad,pakistan,nouakchott,mauritania,2
islamabad,nuuk,pakistan,greenland,2
islamabad,pakistan,oslo,norway,2
islamabad,ottawa,pakistan,canada,2
islamabad,pakistan,paramaribo,suriname,2
islamabad,paris,pakistan,france,2
islamabad,pakistan,podgorica,montenegro,2
islamabad,quito,pakistan,ecuador,2
jakarta,indonesia,kabul,afghanistan,2
jakarta,kampala,indonesia,uganda,2
jakarta,indonesia,kathmandu,nepal,2
jakarta,khartoum,indonesia,sudan,2
jakarta,indonesia,kiev,ukraine,2
jakarta,kigali,indonesia,rwanda,2
jakarta,indonesia,kingston,jamaica,2
jakarta,libreville,indonesia,gabon,2
jakarta,indonesia,lilongwe,malawi,2
jakarta,lima,indonesia,peru,2
jakarta,indonesia,lisbon,portugal,2
jakarta,ljubljana,indonesia,slovenia,2
jakarta,indonesia,london,england,2
jakarta,luanda,indonesia,angola,2
jakarta,indonesia,lusaka,zambia,2
jakarta,madrid,indonesia,spain,2
jakarta,indonesia,managua,nicaragua,2
jakarta,manama,indonesia,bahrain,2
jakarta,indonesia,manila,philippines,2
jakarta,maputo,indonesia,mozambique,2
jakarta,indonesia,minsk,belarus,2
jakarta,mogadishu,indonesia,somalia,2
jakarta,indonesia,monrovia,liberia,2
jakarta,montevideo,indonesia,uruguay,2
jakarta,indonesia,moscow,russia,2
jakarta,muscat,indonesia,oman,2
jakarta,indonesia,nairobi,kenya,2
jakarta,nassau,indonesia,bahamas,2
jakarta,indonesia,niamey,niger,2
jakarta,nicosia,indonesia,cyprus,2
jakarta,indonesia,nouakchott,mauritania,2
jakarta,nuuk,indonesia,greenland,2
jakarta,indonesia,oslo,norway,2
jakarta,ottawa,indonesia,canada,2
jakarta,indonesia,paramaribo,suriname,2
jakarta,paris,indonesia,france,2
jakarta,indonesia,podgorica,montenegro,2
jakarta,quito,indonesia,ecuador,2
jakarta,indonesia,rabat,morocco,2
kabul,kampala,afghanistan,uganda,2
kabul,afghanistan,kathmandu,nepal,2
kabul,khartoum,afghanistan,sudan,2
kabul,afghanistan,kiev,ukraine,2
kabul,kigali,afghanistan,rwanda,2
kabul,afghanistan,kingston,jamaica,2
kabul,libreville,afghanistan,gabon,2
kabul,afghanistan,lilongwe,malawi,2
kabul,lima,afghanistan,peru,2
kabul,afghanistan,lisbon,portugal,2
kabul,ljubljana,afghanistan,slovenia,2
kabul,afghanistan,london,england,2
kabul,luanda,afghanistan,angola,2
kabul,afghanistan,lusaka,zambia,2
kabul,madrid,afghanistan,spain,2
kabul,afghanistan,managua,nicaragua,2
kabul,manama,afghanistan,bahrain,2
kabul,afghanistan,manila,philippines,2
kabul,maputo,afghanistan,mozambique,2
kabul,afghanistan,minsk,belarus,2
kabul,mogadishu,afghanistan,somalia,2
kabul,afghanistan,monrovia,liberia,2
kabul,montevideo,afghanistan,uruguay,2
kabul,afghanistan,moscow,russia,2
kabul,muscat,afghanistan,oman,2
kabul,afghanistan,nairobi,kenya,2
kabul,nassau,afghanistan,bahamas,2
kabul,afghanistan,niamey,niger,2
kabul,nicosia,afghanistan,cyprus,2
kabul,afghanistan,nouakchott,mauritania,2
kabul,nuuk,afghanistan,greenland,2
kabul,afghanistan,oslo,norway,2
kabul,ottawa,afghanistan,canada,2
kabul,afghanistan,paramaribo,suriname,2
kabul,paris,afghanistan,france,2
kabul,afghanistan,podgorica,montenegro,2
kabul,quito,afghanistan,ecuador,2
kabul,afghanistan,rabat,morocco,2
kabul,riga,afghanistan,latvia,2
kampala,uganda,kathmandu,nepal,2
kampala,khartoum,uganda,sudan,2
kampala,uganda,kiev,ukraine,2
kampala,kigali,uganda,rwanda,2
kampala,uganda,kingston,jamaica,2
kampala,libreville,uganda,gabon,2
kampala,uganda,lilongwe,malawi,2
kampala,lima,uganda,peru,2
kampala,uganda,lisbon,portugal,2
kampala,ljubljana,uganda,slovenia,2
kampala,uganda,london,england,2
kampala,luanda,uganda,angola,2
kampala,uganda,lusaka,zambia,2
kampala,madrid,uganda,spain,2
kampala,uganda,managua,nicaragua,2
kampala,manama,uganda,bahrain,2
kampala,uganda,manila,philippines,2
kampala,maputo,uganda,mozambique,2
kampala,uganda,minsk,belarus,2
kampala,mogadishu,uganda,somalia,2
kampala,uganda,monrovia,liberia,2
kampala,montevideo,uganda,uruguay,2
kampala,uganda,moscow,russia,2
kampala,muscat,uganda,oman,2
kampala,uganda,nairobi,kenya,2
kampala,nassau,uganda,bahamas,2
kampala,uganda,niamey,niger,2
kampala,nicosia,uganda,cyprus,2
kampala,uganda,nouakchott,mauritania,2
kampala,nuuk,uganda,greenland,2
kampala,uganda,oslo,norway,2
kampala,ottawa,uganda,canada,2
kampala,uganda,paramaribo,suriname,2
kampala,paris,uganda,france,2
kampala,uganda,podgorica,montenegro,2
kampala,quito,uganda,ecuador,2
kampala,uganda,rabat,morocco,2
kampala,riga,uganda,latvia,2
kampala,uganda,rome,italy,2
kathmandu,khartoum,nepal,sudan,2
kathmandu,nepal,kiev,ukraine,2
kathmandu,kigali,nepal,rwanda,2
kathmandu,nepal,kingston,jamaica,2
kathmandu,libreville,nepal,gabon,2
kathmandu,nepal,lilongwe,malawi,2
kathmandu,lima,nepal,peru,2
kathmandu,nepal,lisbon,portugal,2
kathmandu,ljubljana,nepal,slovenia,2
kathmandu,nepal,london,england,2
kathmandu,luanda,nepal,angola,2
kathmandu,nepal,lusaka,zambia,2
kathmandu,madrid,nepal,spain,2
kathmandu,nepal,managua,nicaragua,2
kathmandu,manama,nepal,bahrain,2
kathmandu,nepal,manila,philippines,2
kathmandu,maputo,nepal,mozambique,2
kathmandu,nepal,minsk,belarus,2
kathmandu,mogadishu,nepal,somalia,2
kathmandu,nepal,monrovia,liberia,2
kathmandu,montevideo,nepal,uruguay,2
kathmandu,nepal,moscow,russia,2
kathmandu,muscat,nepal,oman,2
kathmandu,nepal,nairobi,kenya,2
kathmandu,nassau,nepal,bahamas,2
kathmandu,nepal,niamey,niger,2
kathmandu,nicosia,nepal,cyprus,2
kathmandu,nepal,nouakchott,mauritania,2
kathmandu,nuuk,nepal,greenland,2
kathmandu,nepal,oslo,norway,2
kathmandu,ottawa,nepal,canada,2
kathmandu,nepal,paramaribo,suriname,2
kathmandu,paris,nepal,france,2
kathmandu,nepal,podgorica,montenegro,2
kathmandu,quito,nepal,ecuador,2
kathmandu,nepal,rabat,morocco,2
kathmandu,riga,nepal,latvia,2
kathmandu,nepal,rome,italy,2
kathmandu,roseau,nepal,dominica,2
khartoum,sudan,kiev,ukraine,2
khartoum,kigali,sudan,rwanda,2
khartoum,sudan,kingston,jamaica,2
khartoum,libreville,sudan,gabon,2
khartoum,sudan,lilongwe,malawi,2
khartoum,lima,sudan,peru,2
khartoum,sudan,lisbon,portugal,2
khartoum,ljubljana,sudan,slovenia,2
khartoum,sudan,london,england,2
khartoum,luanda,sudan,angola,2
khartoum,sudan,lusaka,zambia,2
khartoum,madrid,sudan,spain,2
khartoum,sudan,managua,nicaragua,2
khartoum,manama,sudan,bahrain,2
khartoum,sudan,manila,philippines,2
khartoum,maputo,sudan,mozambique,2
khartoum,sudan,minsk,belarus,2
khartoum,mogadishu,sudan,somalia,2
khartoum,sudan,monrovia,liberia,2
khartoum,montevideo,sudan,uruguay,2
khartoum,sudan,moscow,russia,2
khartoum,muscat,sudan,oman,2
khartoum,sudan,nairobi,kenya,2
khartoum,nassau,sudan,bahamas,2
khartoum,sudan,niamey,niger,2
khartoum,nicosia,sudan,cyprus,2
khartoum,sudan,nouakchott,mauritania,2
khartoum,nuuk,sudan,greenland,2
khartoum,sudan,oslo,norway,2
khartoum,ottawa,sudan,canada,2
khartoum,sudan,paramaribo,suriname,2
khartoum,paris,sudan,france,2
khartoum,sudan,podgorica,montenegro,2
khartoum,quito,sudan,ecuador,2
khartoum,sudan,rabat,morocco,2
khartoum,riga,sudan,latvia,2
khartoum,sudan,rome,italy,2
khartoum,roseau,sudan,dominica,2
khartoum,sudan,santiago,chile,2
kiev,kigali,ukraine,rwanda,2
kiev,ukraine,kingston,jamaica,2
kiev,libreville,ukraine,gabon,2
kiev,ukraine,lilongwe,malawi,2
kiev,lima,ukraine,peru,2
kiev,ukraine,lisbon,portugal,2
kiev,ljubljana,ukraine,slovenia,2
kiev,ukraine,london,england,2
kiev,luanda,ukraine,angola,2
kiev,ukraine,lusaka,zambia,2
kiev,madrid,ukraine,spain,2
kiev,ukraine,managua,nicaragua,2
kiev,manama,ukraine,bahrain,2
kiev,ukraine,manila,philippines,2
kiev,maputo,ukraine,mozambique,2
kiev,ukraine,minsk,belarus,2
kiev,mogadishu,ukraine,somalia,2
kiev,ukraine,monrovia,liberia,2
kiev,montevideo,ukraine,uruguay,2
kiev,ukraine,moscow,russia,2
kiev,muscat,ukraine,oman,2
kiev,ukraine,nairobi,kenya,2
kiev,nassau,ukraine,bahamas,2
kiev,ukraine,niamey,niger,2
kiev,nicosia,ukraine,cyprus,2
kiev,ukraine,nouakchott,mauritania,2
kiev,nuuk,ukraine,greenland,2
kiev,ukraine,oslo,norway,2
kiev,ottawa,ukraine,canada,2
kiev,ukraine,paramaribo,suriname,2
kiev,paris,ukraine,france,2
kiev,ukraine,podgorica,montenegro,2
kiev,quito,ukraine,ecuador,2
kiev,ukraine,rabat,morocco,2
kiev,riga,ukraine,latvia,2
kiev,ukraine,rome,italy,2
kiev,roseau,ukraine,dominica,2
kiev,ukraine,santiago,chile,2
kiev,skopje,ukraine,macedonia,2
kigali,rwanda,kingston,jamaica,2
kigali,libreville,rwanda,gabon,2
kigali,rwanda,lilongwe,malawi,2
kigali,lima,rwanda,peru,2
kigali,rwanda,lisbon,portugal,2
kigali,ljubljana,rwanda,slovenia,2
kigali,rwanda,london,england,2
kigali,luanda,rwanda,angola,2
kigali,rwanda,lusaka,zambia,2
kigali,madrid,rwanda,spain,2
kigali,rwanda,managua,nicaragua,2
kigali,manama,rwanda,bahrain,2
kigali,rwanda,manila,philippines,2
kigali,maputo,rwanda,mozambique,2
kigali,rwanda,minsk,belarus,2
kigali,mogadishu,rwanda,somalia,2
kigali,rwanda,monrovia,liberia,2
kigali,montevideo,rwanda,uruguay,2
kigali,rwanda,moscow,russia,2
kigali,muscat,rwanda,oman,2
kigali,rwanda,nairobi,kenya,2
kigali,nassau,rwanda,bahamas,2
kigali,rwanda,niamey,niger,2
kigali,nicosia,rwanda,cyprus,2
kigali,rwanda,nouakchott,mauritania,2
kigali,nuuk,rwanda,greenland,2
kigali,rwanda,oslo,norway,2
kigali,ottawa,rwanda,canada,2
kigali,rwanda,paramaribo,suriname,2
kigali,paris,rwanda,france,2
kigali,rwanda,podgorica,montenegro,2
kigali,quito,rwanda,ecuador,2
kigali,rwanda,rabat,morocco,2
kigali,riga,rwanda,latvia,2
kigali,rwanda,rome,italy,2
kigali,roseau,rwanda,dominica,2
kigali,rwanda,santiago,chile,2
kigali,skopje,rwanda,macedonia,2
